offset	jp	ko
0x5058D0	所持していたアイテム	소지했던 아이템
0x5058F0	戦功第一 %s%s 戦功 %*s\n戦功第二 %s%s 戦功 %*s\n戦功第三 %s%s 戦功 %*s	전공 제1 %s%s 전공 %*s\n전공 제2 %s%s 전공 %*s\n전공 제3 %s%s 전공 %*s
0x505998	番号	번호
0x5059A0	地形	지형
0x5059A8	出陣	출진
0x5059B0	優先度	우선도
0x5059B8	無効	무효
0x5059C0	街道	가도
0x5059C8	平地	평지
0x5059D0	荒地	황야
0x5059D8	草地	초지
0x5059E0	森林	삼림
0x5059E8	湿地	습지
0x5059F0	山	산
0x5059F8	高山	고산
0x505A00	断崖	단애
0x505A08	浅瀬	여울
0x505A10	川	천
0x505A18	湖	호
0x505A20	城	성
0x505A28	砦	채
0x505A70	攻撃拠点	공격 거점
0x505A80	拠点	거점
0x505B48	通常	통상
0x505B50	強行	강행
0x505B58	攻撃	공격
0x505B60	射撃	사격
0x505BA8	委任解除	위임 해제
0x506320	番号	번호
0x506328	名前	이름
0x506330	火罠	불덫
0x506338	水罠	물덫
0x506340	岩罠	돌덫
0x506348	穴罠	굴덫
0x506350	毒罠	독덫
0x5063F0	攻撃側正規軍	공격측 정규군
0x506400	攻撃側増援軍	공격측 증원군
0x506410	攻撃側応援軍	공격측 응원군
0x506420	守備側正規軍	수비측 정규군
0x506430	守備側増援軍	수비측 증원군
0x506440	守備側応援軍	수비측 응원군
0x506450	速攻	속공
0x506458	通常	통상
0x506460	罠探	덫탐지
0x506468	出撃	출격
0x506470	迎撃	요격
0x506478	籠城	농성
0x506480	疾風	질풍
0x506488	堅陣	견진
0x506490	遠射	원사
0x506498	索敵	색적
0x5064A0	教唆	교사
0x5064A8	妙計	묘계
0x5064B0	竜船	용선
0x5064B8	罠壊	덫파괴
0x5064C0	堅壁	견벽
0x5064C8	白狼山	백랑산
0x5064D0	易京	역경
0x5064D8	白馬	백마
0x5064E0	官渡	관도
0x5064E8	壺関	호관
0x5064F0	定陶山	정도산
0x5064F8	虎牢関	호뢰관
0x506500	函谷関	함곡관
0x506508	潼関	동관
0x506510	街亭	가정
0x506518	武関	무관
0x506520	陳倉	진창
0x506528	祁山	기산
0x506530	狄道	적도
0x506538	合肥	합비
0x506540	濡須	유수
0x506548	赤壁	적벽
0x506550	博望坡	박망파
0x506558	西塞山	서새산
0x506560	夷陵	이릉
0x506568	陽平関	양평관
0x506570	剣閣	검각
0x506578	綿竹関	면죽관
0x506580	晴	맑음
0x506588	曇	흐림
0x506590	雨	비
0x506598	豪雨	호우
0x5065A0	雪	눈
0x5065B0	←	←
0x5065D0	→	→
0x5065E8	無	없음
0x506658	自軍部隊	자군 부대
0x506668	全体	전체
0x506670	策略	책략
0x506678	部隊	부대
0x506680	情報一覧	정보 일람
0x506690	環境設定	환경 설정
0x5066A0	ゲーム終了	게임 종료
0x5066C0	総大将・%s%s%sが\n戦線から離脱したため\n動揺が広がっています	총대장 %s%s%s의\n전선 이탈로\n동요가 퍼지고 있습니다
0x506780	戦法	전법
0x506790	実行する戦法を選択	실행할 전법 선택
0x5067E8	戦力	전력
0x5067F0	所属	소속
0x5067F8	状態	상태
0x506800	武将	무장
0x506808	特技１	특기1
0x506810	特技２	특기2
0x506818	特技３	특기3
0x506820	特技４	특기4
0x506828	戦法１	전법1
0x506830	戦法２	전법2
0x506838	戦法３	전법3
0x506840	戦法４	전법4
0x506848	部隊選択	부대 선택
0x506898	部隊一覧	부대 목록
0x5068A8	委任設定	위임 설정
0x5068F8	説明	설명
0x506900	策略選択	책략 선택
0x506958	設定	설정
0x506960	策略一覧	책략 목록
0x5069C8	策略	책략
0x5069D0	移動	이동
0x5069D8	攻撃	공격
0x5069E0	城攻	공성
0x5069E8	計戦	계략
0x5069F0	計略	계략
0x5069F8	組立	조립
0x506A00	解体	해체
0x506A08	入城	입성
0x506A10	出城	출성
0x506A18	退却	퇴각
0x506A20	委任	위임
0x506A28	待機	대기
0x506AA8	通常	통상
0x506AB0	一騎	일기
0x506AB8	射撃	사격
0x506AC0	戦法	전법
0x506AD0	攻撃	공격
0x506B18	通常	통상
0x506B20	射撃	사격
0x506B28	攻城	공성
0x506B30	城兵	성병
0x506B40	城攻	공성
0x506B88	寝返	배반
0x506B90	埋伏	매복
0x506B98	挑発	도발
0x506BA0	混乱	혼란
0x506BA8	大喝	호통
0x506BB0	沈静	진정
0x506BB8	消火	소화
0x506BC0	治癒	치유
0x506BD0	計略	계략
0x506C40	←	←
0x506C60	→	→
0x506C78	無風	무풍
0x506C88	風変	풍변
0x506CF8	晴	맑음
0x506D00	曇	흐림
0x506D08	雨	비
0x506D10	豪雨	호우
0x506D18	雪	눈
0x506D20	天変	천변
0x506DA8	戦況	전황
0x506DB0	戦術	전술
0x506DB8	罠	함정
0x506DC0	策略	책략
0x506DC8	進言	진언
0x506DD0	開戦	개전
0x506E38	敵指揮	적지휘
0x506E40	自援軍	아원군
0x506E48	敵援軍	적원군
0x506E50	戦場	전장
0x506E58	番号	번호
0x506E60	戦術	전술
0x506E68	説明	설명
0x506E70	必要特技	필요 특기
0x506EA8	・	・
0x506F28	説明	설명
0x506F30	特技	특기
0x506F38	戦術選択	전술 선택
0x506FF0	%sの戦い	%s 전투
0x507000	%s側%s	%s측%s
0x507008	｜%s軍	｜%s군
0x507178	委任	위임
0x5071B0	体力	체력
0x5071B8	兵士	병사
0x5071C0	士気	사기
0x5071C8	状態	상태
0x5071D0	解除	해제
0x5071D8	最大	최대
0x5071E0	決定	결정
0x507290	兵士	병사
0x507298	武力	무력
0x5072A0	知力	지력
0x5072A8	士気	사기
0x5072B0	体力	체력
0x5072B8	戦法Ｐ	전법P
0x5072C0	自軍部隊	자군 부대
0x5072D0	策略	책략
0x5072D8	部隊	부대
0x5072E0	全体	전체
0x507328	攻撃拠点	공격 거점
0x507338	城(%d)	성(%d)
0x507340	関(%d)	관(%d)
0x5073E0	全体情報	전체 정보
0x5073F0	攻撃側	공격측
0x5073F8	守備側	수비측
0x507400	勢力	세력
0x507408	総大将	총대장
0x507410	参軍	참군
0x507418	兵士	병사
0x507420	兵糧	병량
0x507428	部隊	부대
0x507430	援軍	원군
0x507438	%sの戦い	%s 전투
0x507448	残%2dターン	남은 %2d턴
0x507520	%3d年%2d月	%3d년 %2d월
0x507588	操作	조작
0x5075C8	頁切替	쪽전환
0x5077A8	就任	취임
0x5077B0	説明	설명
0x5077B8	官爵選択	관작 선택
0x507808	官爵一覧	관작 목록
0x507848	軍団	군단
0x507850	都市	도시
0x507858	武将	무장
0x507860	兵科	병과
0x507868	兵器	병기
0x507870	勢力情報	세력 정보
0x5078B0	官爵	관작
0x5078B8	国号	국호
0x5078C0	本拠	본거
0x5078C8	擁立	옹립
0x5078D0	技術Lv	기술Lv
0x5078D8	友好	우호
0x5078E0	金	금
0x5078E8	兵糧	병량
0x5078F0	兵士	병사
0x5078F8	人口	인구
0x507900	盟主勢力	맹주세력
0x507910	標的勢力	표적세력
0x507920	加盟勢力	가맹세력
0x507930	連合残月	연합잔월
0x507940	同盟残月	동맹잔월
0x507978	内政	내정
0x507980	状態	상태
0x507988	武将	무장
0x507990	都市情報	도시 정보
0x5079D0	州	주
0x5079D8	勢力	세력
0x5079E0	軍団	군단
0x5079E8	太守	태수
0x5079F0	軍師	군사
0x5079F8	在野	재야
0x507A00	金	금
0x507A08	兵糧	병량
0x507A10	兵士	병사
0x507A18	人口	인구
0x507A20	規模	규모
0x507A28	開発	개발
0x507A30	商業	상업
0x507A38	技術	기술
0x507A40	防御	방어
0x507A48	治安	치안
0x507A50	民心	민심
0x507A58	農村	농촌
0x507A60	市場	시장
0x507A68	工房	공방
0x507A70	城門	성문
0x507A78	屯所	둔소
0x507A80	兵舎	병영
0x507A88	方針	방침
0x507A90	収入	수입
0x507A98	支出	지출
0x507AA0	収支	수지
0x507AA8	商人	상인
0x507AB0	災害	재해
0x507AB8	放浪軍	방랑군
0x507AC0	対象	대상
0x507AC8	残月	남은달
0x507B28	都市	도시
0x507B30	武将	무장
0x507B38	軍団情報	군단 정보
0x507B70	勢力	세력
0x507B78	都督	도독
0x507B80	軍師	군사
0x507B88	本拠	본거
0x507B90	金	금
0x507B98	兵糧	병량
0x507BA0	兵士	병사
0x507BA8	人口	인구
0x507BB0	方針	방침
0x507BB8	対象	대상
0x507BC0	残都市	잔도시
0x507BF8	能力	능력
0x507C00	特技	특기
0x507C08	戦法	전법
0x507C10	状態	상태
0x507C18	目標	목표
0x507C20	人脈	인맥
0x507C28	列伝	열전
0x507C30	ｱｲﾃﾑ	아이템
0x507C38	武将情報	무장 정보
0x507C70	勢力	세력
0x507C78	軍団	군단
0x507C80	所在	소재
0x507C88	身分	신분
0x507C90	功績	공적
0x507C98	俸禄	봉록
0x507CA0	忠誠	충성
0x507CA8	仕官	사관
0x507CB0	実行	실행
0x507CB8	階級	계급
0x507CE0	官爵	관작
0x507CE8	武力	무력
0x507CF0	知力	지력
0x507CF8	政治	정치
0x507D00	魅力	매력
0x507D08	経験	경험
0x507D10	名声	명성
0x507D20	親密	친밀
0x507D30	健康	건강
0x507D38	年齢	연령
0x507D40	性別	성별
0x507D48	条件	조건
0x507D50	残月	남은달
0x507D58	仕事	업무
0x507D60	結婚	결혼
0x507D68	仇敵	구적
0x507D70	義兄弟	의형제
0x507D78	好敵手	호적수
0x507DB0	、他%3d名	, 외 %3d명
0x507DC0	、	,
0x507E28	特徴	특징
0x507E30	説明	설명
0x507E38	兵器選択	병기 선택
0x507E88	兵器一覧	병기 목록
0x507EC8	特徴	특징
0x507ED0	戦法１	전법1
0x507ED8	戦法２	전법2
0x507EE0	説明	설명
0x507EE8	兵科選択	병과 선택
0x507F38	兵科一覧	병과 목록
0x507F78	状態	상태
0x507F80	兵科１	병과1
0x507F88	兵科２	병과2
0x507F90	地形１	지형1
0x507F98	地形２	지형2
0x507FA0	説明	설명
0x507FA8	戦法選択	전법 선택
0x507FB8	戦法一覧	전법 목록
0x5080B8	？？	??
0x508168	初	초
0x508170	弐	이
0x508178	参	삼
0x508180	四	사
0x508188	五	오
0x508190	極	극
0x508198	未	미
0x5081C8	攻撃	공격
0x5081D0	特殊	특수
0x5081D8	逃亡	도망
0x5081E0	小技	약공
0x5081E8	大技	강공
0x5081F0	回復	회복
0x5081F8	愚弄	우롱
0x508200	威圧	위압
0x508208	温存	비축
0x508210	消費	소비
0x508218	堅守	견수
0x508220	反撃	반격
0x508228	全体	전체
0x508230	方針	방침
0x508238	気力	기력
0x508240	防御	방어
0x508248	決定	결정
0x5082E8	環境設定	환경 설정
0x5082F8	ゲーム終了	게임 종료
0x508438	資源	자원
0x508440	都市	도시
0x508448	州選択	주선택
0x508450	地図	지도
0x508458	州一覧	주목록
0x508488	特徴	특징
0x508490	説明	설명
0x508498	階級選択	계급 선택
0x5084A8	階級一覧	계급 목록
0x5084B8	九品官	9품관
0x5084C0	八品官	8품관
0x5084C8	七品官	7품관
0x5084D0	六品官	6품관
0x5084D8	五品官	5품관
0x5084E0	四品官	4품관
0x5084E8	三品官	3품관
0x5084F0	二品官	2품관
0x5084F8	一品官	1품관
0x508500	－－－	－－－
0x508508	番号	번호
0x508510	階級	계급
0x508518	説明	설명
0x508520	兵士上限	병사상한
0x508530	支度金	준비금
0x508538	必要功績	필요 공적
0x508548	俸禄	봉록
0x5085B8	状態	상태
0x5085C0	援軍選択	원군 선택
0x5085D0	地図	지도
0x5085D8	援軍一覧	원군 목록
0x508690	一覧	목록
0x508698	解除	해제
0x5086A0	決定	결정
0x5086C8	放浪軍	방랑군
0x5086D0	他%2d勢力	외 %2d세력
0x508718	勢力選択	세력선택
0x508728	勢力	세력
0x508730	友好	우호
0x508738	擁立	옹립
0x508740	金	금
0x508748	兵糧	병량
0x508750	兵士	병사
0x508798	勢力一覧	세력일람
0x5087D8	軍団選択	군단선택
0x5087E8	軍団	군단
0x5087F0	都督	도독
0x5087F8	本拠	본거
0x508800	方針	방침
0x508808	対象	대상
0x508810	金	금
0x508818	兵糧	병량
0x508820	兵士	병사
0x508868	軍団一覧	군단일람
0x5088A8	都市選択	도시선택
0x5088B8	都市	도시
0x5088C0	太守	태수
0x5088C8	勢力	세력
0x5088D0	金	금
0x5088D8	兵糧	병량
0x5088E0	兵士	병사
0x508928	都市一覧	도시일람
0x508C38	セーブ	세이브
0x508C40	ロード	로드
0x508D10	 はい 	 예 
0x508D20	いいえ	아니요
0x508DA0	閉じる	닫기
0x508E00	 はい 	 예 
0x508E10	いいえ	아니요
0x508EF0	三國志Ⅷ with パワーアップキット	삼국지 8 with 파워업 키트
0x508FE0	切替	전환
0x508FE8	※不明	※불명
0x508FF0	魏	위
0x508FF8	戦法	전법
0x509000	特技	특기
0x509008	戦法	전법
0x509010	特技	특기
0x509018	戦法	전법
0x509020	特技	특기
0x509028	戦法	전법
0x509030	特技	특기
0x5091C0	劉	유
0x5091C8	漢中王	한중왕
0x5091D0	漢	한
0x5091E0	秦	진
0x5091E8	劉	유
0x5091F0	呉	오
0x509200	魏	위
0x509218	漢	한
0x509220	曹操	조조
0x509228	曹操	조조
0x509230	孫権	손권
0x509238	秦	진
0x509240	呉	오
0x509248	劉	유
0x509250	漢	한
0x509258	成	성
0x509288	恋人	연인
0x509290	小玉	소옥
0x509298	嫁	가
0x5092A0	夫	남편
0x5092A8	釣人	낚시꾼
0x5092B0	息子	아들
0x5092B8	娘	딸
0x5092C0	犬	견
0x5092C8	高札	게시판
0x5092D0	男女	남녀
0x5092D8	番号	번호
0x5092E0	名前	이름
0x5092E8	説明	설명
0x5092F0	優先度	우선도
0x5092F8	位置	위치
0x509300	Ｘ	Ｘ
0x509308	Ｙ	Ｙ
0x509360	%sのうんちく	%s 지식
0x5093A0	文字	문자
0x5093A8	ＢＧＭ	ＢＧＭ
0x5093B0	振動	진동
0x5093B8	操作説明	조작 설명
0x5093C8	決定	결정
0x5093D0	中止	중지
0x5093D8	  短い	짧다
0x5093E0	  長い	길다
0x5093F0	ステレオ	스테레오
0x509400	モノラル	모노럴
0x509410	  ＯＮ	ＯＮ
0x509418	 ＯＦＦ	 ＯＦＦ
0x509420	環境設定	환경 설정
0x509888	援軍選択	원군 선택
0x509898	都市	도시
0x5098A0	太守	태수
0x5098A8	勢力	세력
0x5098B0	金	금
0x5098B8	兵糧	병량
0x5098C0	兵士	병사
0x5098F8	環境設定	환경 설정
0x509908	ゲーム終了	게임 종료
0x509A60	賊	적
0x509A68	疫病	역병
0x509A70	いなご	메뚜기
0x509A78	台風	태풍
0x509A80	洪水	홍수
0x509A88	大雪	대설
0x509A90	豊作	풍작
0x509A98	商人	상인
0x509AA0	後漢皇帝	후한 황제
0x509AC8	災害情報	재해 정보
0x509AE0	常駐商人	상주상인
0x509AF0	流浪商人	유랑 상인
0x509C50	"PlayStation BB Unit"にある\n三國志Ⅷ with パワーアップキットのゲームデータが\n読み込めません	"PlayStation BB Unit"에 있는\n삼국지 8 with 파워업키트의 게임 데이터를\n읽을 수 없습니다
0x509CB0	"PlayStation BB Unit"に付属の\n取扱説明書の指示に従って\n"PlayStation BB Unit"の修復を\n行ってください	"PlayStation BB Unit"에 딸린\n사용 설명서의 지시에 따라\n"PlayStation BB Unit"을 복구해\n주십시오
0x509D20	これ以降はＤＩＳＣから\n読み込みを行います	이후로는 ＤＩＳＣ에서\n읽어들입니다
0x509D50	"PlayStation BB Unit"にある\n三國志Ⅷ with パワーアップキットのゲームデータと\nＤＩＳＣのゲームデータの\nバージョンが一致しません	"PlayStation BB Unit"에 있는\n삼국지 8 with 파워업 키트의 게임 데이터와\nＤＩＳＣ의 게임 데이터의\n버전이 일치하지 않습니다
0x509DD0	一旦アンインストールしてから\nインストールをやり直してください	일단 설치 해제를 한 뒤\n설치를 다시 해 주십시오
0x509E10	"PlayStation BB Unit"が\n正しく接続されていません	"PlayStation BB Unit"이\n제대로 연결되어 있지 않습니다
0x509E50	"PlayStation BB Unit"が\nフォーマットされていません	"PlayStation BB Unit"이\n포맷되어 있지 않습니다
0x509E90	三國志Ⅷ with パワーアップキットのゲームデータが\nすでにインストールされています	삼국지 8 with 파워업 키트의 게임 데이터가\n이미 설치되어 있습니다
0x509EE0	"PlayStation BB Unit"にある\n三國志Ⅷ with パワーアップキットの\nゲームデータが読み込めません	"PlayStation BB Unit"에 있는\n삼국지 8 with 파워업키트의\n게임 데이터를 읽을 수 없습니다
0x509F40	"PlayStation BB Unit"の\n空き容量が不足しています\n三國志Ⅷ with パワーアップキットのゲームデータを\nインストールするには\n　[2b空き容量128MB以上\n[0bが必要です	"PlayStation BB Unit"의\n빈 용량이 부족합니다\n삼국지8 with 파워업키트의 게임 데이터를\n설치하려면\n　[2b빈 용량 128MB 이상\n[0b이 필요합니다
0x509FE0	"PlayStation BB Unit"に\n異常が見つかりました	"PlayStation BB Unit"에\n이상이 발견되었습니다
0x50A010	一旦不要なデータを削除してから\nインストールをやり直してください	일단 불필요한 데이터를 삭제한 뒤\n설치를 다시 해 주십시오
0x50A050	インストールに失敗しました	설치에 실패했습니다
0x50A070	三國志Ⅷ with パワーアップキットのゲームデータを\n"PlayStation BB Unit"にインストールします\nよろしいですか？	삼국지 8 with 파워업키트의 게임 데이터를\n"PlayStation BB Unit"에 설치합니다\n진행하시겠습니까?
0x50A0E0	インストールを中止しました	설치를 중지했습니다
0x50A100	三國志Ⅷ with パワーアップキットの\nゲームデータをインストールしています\n電源を切ったり、\n"PlayStation BB Unit"を抜いたり\nしないでください\n\n%2d％終了　　　　　　　　中断	삼국지 8 with 파워업 키트의\n게임 데이터를 설치하고 있습니다\n전원을 끄거나\n"PlayStation BB Unit"을 뽑거나\n하지 마십시오\n\n%2d％완료　　　　　　　　중단
0x50A1B0	インストールが完了しました	설치가 완료되었습니다
0x50A1D0	三國志Ⅷ with パワーアップキットのゲームデータを\n"PlayStation BB Unit"からアンインストールします\nよろしいですか？	삼국지 8 with 파워업키트의 게임 데이터를\n"PlayStation BB Unit"에서 제거합니다\n진행하시겠습니까?
0x50A250	アンインストールを中止しました	설치 해제를 중지했습니다
0x50A270	三國志Ⅷ with パワーアップキットの\nゲームデータをアンインストールしています	삼국지8 with 파워업키트의\n게임 데이터를 제거하고 있습니다
0x50A2C0	アンインストールが完了しました	설치 해제가 완료되었습니다
0x50A2E0	三國志Ⅷ with パワーアップキットの\nゲームデータがインストールされていません	삼국지8 with 파워업키트의\n게임 데이터가 설치되어 있지 않습니다
0x50A330	三國志Ⅷ with パワーアップキットのゲームデータの\nインストールを中断します\nよろしいですか？	삼국지 8 with 파워업 키트의 게임 데이터\n설치를 중단합니다\n진행하시겠습니까?
0x50A390	インストールを中断しました	설치를 중단했습니다
0x50A3B0	三國志Ⅷ with パワーアップキットのゲームデータの\nインストールを続行しますか？	삼국지8 with 파워업키트의 게임 데이터의\n설치를 계속하시겠습니까?
0x50A4B8	州選択	주선택
0x50A4C0	州	주
0x50A4C8	金	금
0x50A4D0	兵糧	병량
0x50A4D8	兵士	병사
0x50A8E0	三国志８ｗｉｔｈパワーアップキット	삼국지8ｗｉｔｈ파워업키트
0x50A930	メモリーカード(PS2)	메모리카드(PS2)
0x50A950	ポケットステーション	포켓스테이션
0x50A970	MEMORY CARD 差込口%sの%sは\nフォーマットされていません	MEMORY CARD 슬롯%s의 %s\n포맷되어 있지 않습니다
0x50A9B0	フォーマットしますか？	포맷하겠습니까?
0x50A9D0	フォーマットに失敗しました	포맷에 실패했습니다
0x50A9F0	MEMORY CARD 差込口%sの%sを\nﾌｫｰﾏｯﾄ中です。%sを抜いたり、\n電源を切ったり、リセットをしないでください	MEMORY CARD 슬롯%s의 %s\n포맷 중입니다. %s 카드를 뽑거나,\n전원을 끄거나, 리셋하지 마십시오
0x50AA60	MEMORY CARD 差込口%sの%sに\nセーブ中です。%sを抜いたり、\n電源を切ったり、リセットをしないでください	MEMORY CARD 슬롯%s의 %s에\n세이브 중입니다. %s을(를) 뽑거나\n전원을 끄거나 리셋하지 마십시오
0x50AAD0	MEMORY CARD 差込口%sの%sから\nロード中です。%sを抜いたり、\n電源を切ったり、リセットをしないでください	MEMORY CARD 슬롯%s의 %s에서\n로드 중입니다. %s을(를) 뽑거나\n전원을 끄거나 리셋하지 마십시오
0x50AB40	MEMORY CARD 差込口%sの%sを\nチェック中です。%sを抜いたり、\n電源を切ったり、リセットをしないでください	MEMORY CARD 슬롯%s의 %s을(를)\n확인 중입니다. %s을(를) 뽑거나\n전원을 끄거나 리셋하지 마십시오
0x50ABB0	空き容量が不足しています	빈 용량이 부족합니다
0x50ABD0	%sが\nMEMORY CARD 差込口%sに差されていません	%s\nMEMORY CARD 슬롯%s에 꽂혀 있지 않습니다
0x50AC00	%sが差されていません	%s 삽입되어 있지 않습니다
0x50AC20	%sが認識できませんでした	%s 인식할 수 없었습니다
0x50AC40	セーブするにはMEMORY CARD 差込口１に\n%s[2b空き容量%4dKB以上\n[0bが必要です	세이브하려면 MEMORY CARD 삽입구 1에\n%s[2b빈 용량 %4dKB 이상\n[0b이 필요합니다
0x50AC90	セーブするにはMEMORY CARD 差込口１に\n・%s 　[2b%4dKB\n[0b・%s　[2b%4dKB[0bが必要です	세이브하려면 MEMORY CARD 삽입구 1에\n・%s 　[2b%4dKB\n[0b・%s　[2b%4dKB[0b이 필요합니다
0x50ACF0	MEMORY CARD 差込口%sから%sが\n抜かれました	MEMORY CARD 슬롯%s에서 %s\n제거되었습니다
0x50AD20	MEMORY CARD 差込口%sから%sが\n抜かれたためセーブを中断しました	MEMORY CARD 슬롯%s에서 %s\n제거되어 세이브를 중단했습니다
0x50AD60	MEMORY CARD 差込口%sから%sが\n抜かれたためロードを中断しました	MEMORY CARD 슬롯%s에서 %s\n제거되어 로드를 중단했습니다
0x50ADA0	MEMORY CARD 差込口%sから%sが\n抜かれたためフォーマットを中断しました	MEMORY CARD 슬롯%s에서 %s\n제거되어 포맷을 중단했습니다
0x50ADF0	MEMORY CARD 差込口%sの%sには\nデータがありません	MEMORY CARD 슬롯%s의 %s에는\n데이터가 없습니다
0x50AE20	セーブに失敗しました	세이브에 실패했습니다
0x50AE40	ロードに失敗しました	로드에 실패했습니다
0x50AE60	セーブするデータを選んでください	세이브할 데이터를 선택해 주십시오
0x50AE90	ロードするデータを選んでください	로드할 데이터를 선택해 주십시오
0x50AEC0	セーブが終了しました	세이브가 종료되었습니다
0x50AEE0	ロードが終了しました	로드가 종료되었습니다
0x50AF00	%sを続けますか？	%s 계속하겠습니까?
0x50AF20	このゲームはセーブしなくても遊ぶことが可能で\nすが、データをセーブするには	이 게임은 세이브하지 않아도 즐길 수 있으나\n데이터를 세이브하려면
0x50AF80	　　　　　　　　　　空き容量%3dKB以上	　　　　　　　　　　빈용량%3dKB 이상
0x50AFA8	が必要です\n	이 필요합니다\n
0x50AFC0	　・%s　　\n　・%s　　	　・%s　　\n　・%s　　
0x50AFE0	　　　　　　　　　　　　　　%3dKB以上\n　　　　　　　　　　　　　　%3dKB以上	　　　　　　　　　　　　　　%3dKB 이상\n　　　　　　　　　　　　　　%3dKB 이상
0x50B030	のどちらかが必要です\n	이 중 하나가 필요합니다\n
0x50B050	またMEMORY CARD 差込口１のみ対応しています\n	또한 MEMORY CARD 슬롯1만 지원합니다\n
0x50B080	このままではセーブできない可能\n性があります。このままで開始し\nますか？	이대로는 세이브할 수 없을지도\n모릅니다. 이대로 시작하시겠\n습니까?
0x50B0D0	すでにデータがありますが、\n上書きしてもよろしいですか？	이미 데이터가 있습니다만,\n덮어써도 괜찮으시겠습니까?
0x50B110	新武将のデータを更新します\nよろしいですか？	신무장 데이터를 갱신합니다\n진행하시겠습니까?
0x50B140	武将編集のデータを更新します\nよろしいですか？	무장 편집 데이터를 갱신합니다\n진행하시겠습니까?
0x50B170	MEMORY CARD 差込口%sの%sに\n共通データを作成しています。[1b時間がかかります\n[0b%sを抜いたり、\n電源を切ったり、リセットをしないでください	MEMORY CARD 삽입구%s의 %s에\n공통 데이터를 작성하고 있습니다.[1b시간이 걸립니다\n[0b%s 분리,\n전원 차단, 리셋을 하지 마십시오
0x50B200	セーブできますので、\nゲームを開始します	세이브할 수 있으므로\n게임을 시작합니다
0x50B230	登録した武将を使用するには%s\nに[2bセーブしなければなりません[0bが登録しますか？	등록한 무장을 사용하려면 %s에\n[2b세이브해야 합니다[0b. 등록하시겠습니까?
0x50B290	保存しないと\n[2b編集した内容が反映されません[0b\n新武将登録を終了しますか？	저장하지 않으면\n[2b편집 내용이 반영되지 않습니다[0b\n등록을 종료하시겠습니까?
0x50B2E0	セーブデータのバージョンが異なります\nセーブデータを削除してください(DEBUG)	세이브 데이터의 버전이 다릅니다\n세이브 데이터를 삭제해 주십시오(DEBUG)
0x50B330	このままではセーブできない\n可能性があります。このままで\n開始しますか？	이대로는 세이브할 수 없을\n가능성이 있습니다. 이대로\n시작하시겠습니까?
0x50B380	それは困りましたね…	그것 참 곤란하군요…
0x50B3A0	このままではセーブができぬが\nゲームを始めてもよいか？	이대로는 세이브를 할 수 없네만\n게임을 시작해도 되겠는가?
0x50B3E0	ようし！\n腕が鳴るわい	좋았어!\n팔이 근질거리는군
0x50B400	ではメモリーカード(PS2)を\n用意するしかあるまい\nわしは酒でも飲んで待っておる	그럼 메모리카드(PS2)를\n준비할 수밖에 없겠군\n나는 술이나 마시며 기다리겠네
0x50B450	このままでは\nセーブすることができぬ\nゲームを始めてもよいかな？	이대로는\n세이브할 수가 없네\n게임을 시작해도 되겠는가?
0x50B490	うむ\nよいぞ、よいぞ	음\n좋아, 좋아
0x50B4B0	困ったお方じゃ…	곤란한 분이로군…
0x50B4D0	このままでは\nセーブできませぬが\n始めてもよろしいかな？	이대로는\n세이브할 수 없사옵니다만\n시작해도 괜찮으신지요?
0x50B510	誠に賢明でいらっしゃる\n備えあれば憂いなし\nですからな	참으로 현명하십니다\n유비무환이라고\n하지 않습니까
0x50B550	それは困りましたな…	그것 참 곤란하구려…
0x50B570	このままでは\nセーブできぬが\n始めてもよろしいかな？	이대로는\n세이브할 수 없네만\n시작해도 괜찮겠는가?
0x50B5B0	なんと\n持っておったのだな\nでは始めるぞ	이런\n가지고 있었구먼\n그럼 시작하지
0x50B5E0	さようか\nでは始められぬのう	그런가\n그럼 시작할 수 없겠군
0x50B600	このままでは\nセーブできぬ\n始めてもよいのか？	이대로는\n세이브할 수 없다\n시작해도 되겠는가?
0x50B630	よし\nでは始めるぞ	좋다\n그럼 시작하겠다
0x50B650	さようか…\nではメモリーカード(PS2)が\n必要だな	그런가…\n그럼 메모리카드(PS2)가\n필요하겠군
0x50B680	このままでは\nセーブできぬぞ\n始めてもよいな？	이대로는\n세이브할 수 없다\n시작해도 괜찮은가?
0x50B6B0	おお、お持ちであったか\nでは始めよう	오오, 가지고 계셨는가\n그럼 시작하지
0x50B6E0	さようですか…\nでは私もここで\n待たせていただきましょう	그렇습니까…\n그럼 저도 여기서\n기다리도록 하겠습니다
0x50B720	このままゲームを始められても\nセーブはできませぬぞ\nそれでもよろしいかな？	이대로 게임을 시작하셔도\n세이브는 할 수 없사옵니다\n그래도 괜찮으시겠습니까?
0x50B770	おお\nいらぬ心配だったようですな\nでは始めましょう	오오\n괜한 걱정이었던 것 같군요\n그럼 시작합시다
0x50B7B0	さようか…\nそれは困りましたな	그런가…\n그것 참 곤란하구려
0x50B7D8	ロード	로드
0x50B808	セーブ	세이브
0x50B810	フォーマット	포맷
0x50B828	新武将セーブ	신무장 세이브
0x50B838	新武将ロード	신무장 로드
0x50B848	編集武将セーブ	편집무장 세이브
0x50B858	編集武将ロード	편집무장 로드
0x50B868	環境設定ロード	환경 설정 로드
0x50B880	アイテムコレクションロード	아이템 컬렉션 로드
0x50B8A0	イベントコレクションロード	이벤트 컬렉션 로드
